schedule_id,menu_id,history_no,cooking_date,recipe_id,directions_detail_id,sequence_no,directions_detail,cooking_order,start_of_cooking_time,end_of_cooking_time,indent_no,start_pararell_flag,created_id,created_at,updated_id,updated_at
51273,49,1,2,282,1570,4,塩、こしょうで味を整え完成,2,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51274,49,1,3,54,12977,7,ナスは輪切りにし、ピーマンは乱切りにする,1,1,2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51275,49,1,3,54,12978,8,ナスとピーマンはサラダ油(分量外)をひいたフライパンで焼く,1,3,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51276,49,1,3,54,12979,9,aaaaaaaaaaa,1,20,24,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
62322,60,1,1,249,13087,3,白ねぎは4cmに切る,2,4,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51340,50,1,0,212,1178,2,鶏もも肉は一口大に切り、塩麹に浸ける(20分),1,1,20,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51341,50,1,0,54,12971,1,玉ねぎ、人参はみじん切りにし、耐熱容器にいれてレンジで2分加熱する,3,1.1,5.1,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51342,50,1,0,295,10311,1,干し椎茸は水で戻す,9,1.2,10.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51343,50,1,0,212,1177,1,じゃがいも、人参は皮を剝き乱切りに、玉ねぎは櫛切にする,1,1.3,3.3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51344,50,1,0,210,11322,1,鰯(頭と腹を取った物)はペーパータオルで水分をふき取る,2,4,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51345,50,1,0,210,11323,2,圧力鍋に鰯、酢、stillたれ、ザラメを入れ蓋をしてリングが上がってから15分加圧する,2,6,20,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51346,50,1,0,54,12972,2,にんにくはみじん切りにする,3,6.1,6.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51347,50,1,0,54,12973,3,トマトはざく切りにする,3,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51348,50,1,0,54,12974,4,厚手の鍋にサラダ油を中火で温めにんにくのみじん切りと合挽きミンチを炒める,3,8,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51349,50,1,0,54,12975,5,鍋のミンチの色が変わってきたら、玉ねぎ、人参を加えて更に炒めトマトのざく切りと水を加え沸々してきたら火を止めてカレールーを加える,3,11,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51350,50,1,0,54,12976,6,鍋にウスターソースとケチャップを加え味を整え粗熱が取れたら、保存,3,16,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51351,50,1,0,212,1179,3,油、鶏肉、玉ねぎ、人参、じゃがいも、水、グリンピース(冷凍)を中火で一混ぜしてから蓋をする,1,21,25,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51352,50,1,0,210,11324,3,粉末にしたかつお節とすりごま大さじ3を加えて水分が無くなるまで火にかける,2,21.1,30.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51353,50,1,0,341,12909,1,里芋は皮を剝いて大きい物は半分に切る,4,21.2,23.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51354,50,1,0,341,12910,2,イカは内蔵や軟骨を出し、胴は２ｃｍの輪切りにゲソは食べやすく切る,4,24,27,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51355,50,1,0,212,1180,4,沸騰してきたら弱火にして8分ほど煮て保存,1,26,33,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51356,50,1,0,341,12911,3,鍋に里芋、イカを入れstillたれとだしを加えて中火にかけ沸騰してきたら弱火にして8分程火にかける,4,31,40,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51357,50,1,0,210,11325,4,バットに残りのすりごまを広げ鰯を並べ上にもごまをまぶして保存,2,31.1,32.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51358,50,1,0,134,751,1,ナスはへたを落とし1cmの輪切りにし水に潜らせ、水分を拭き取る,5,36,37,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51359,50,1,0,134,752,2,豚ロース薄切りに塩、こしょうをふりナスに巻きつけ、薄力粉をまぶす,5,38,39,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51360,50,1,0,341,12912,4,最後に煮汁を煮詰めて保存,4,41,41,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51361,50,1,0,134,753,3,生姜、にんにくをすりおろしstillたれを混ぜて★たれを作る,5,42,44,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51362,50,1,0,134,754,4,フライパンにサラダ油をひいて温まったら豚肉を巻いたナスを焼く(3分),5,45,48,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51363,50,1,0,122,10488,1,とうもろこしは包丁を使って実を取り外し、玉ねぎは薄切りにする,6,45.1,46.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51364,50,1,0,122,10489,2,厚手の鍋にバターを溶かし中火にかけ、玉ねぎを炒める,6,47,49,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51365,50,1,0,134,755,5,ナスをひっくり返してさらに2分焼く,5,49,50,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51366,50,1,0,122,10490,3,玉ねぎがしんなりしてきたら、とうもろこしを加えて炒める,6,50,50,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51367,50,1,0,122,10491,4,とうもろこしが全体に馴染んだら、水を加えて柔らかくなるまで6分加熱する,6,51,56,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51368,50,1,0,134,756,6,一旦火を止め★たれを加え、再び火にかけ照り良くなったら焼き上がり,5,51.1,53.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51369,50,1,0,134,757,7,ナスの肉巻きに、ごまを振り粗熱が取れたら保存,5,54,54,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51370,50,1,0,251,10091,2,生姜は千切りにする,8,55,56,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51371,50,1,0,122,10492,5,玉ねぎと、とうもろこしが柔らかくなったら牛乳を加え、ミキサーで撹拌する,6,57,57,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51372,50,1,0,122,10493,6,一度、目の粗いざるで濾し、塩、ホワイトペッパーで調味する,6,58,59,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51373,50,1,0,122,10494,7,作ったスープの粗熱を取って、保存,6,60,60,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51374,50,1,0,148,835,1,キャベツ、人参は短冊切りに、小松菜は3cmの長さに切る,7,61,64,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51375,50,1,0,148,836,2,豚ロース薄切りは2cmに切る,7,65,65,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51376,50,1,0,148,837,3,フライパンに胡麻油を温め豚肉を炒め色が変わったら小松菜以外の野菜、ビーフンを加え水を入れて蓋をする,7,66,70,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51377,50,1,0,148,838,4,水分が無くなってきたら全体にほぐして混ぜ鶏がらスープの素、しょう油、塩、こしょうで味付けをし小松菜を加えて味を見て粗熱が取れたら保存,7,71,73,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51378,50,1,0,251,10090,1,ナス、きゅうり、人参は縦半分に切り、斜めの薄切りにする,8,71.1,75.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51379,50,1,0,251,10092,3,材料を全て密閉容器に入れ、しょう油を全体に振って保存,8,76,76,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51380,50,1,0,295,10312,2,鶏もも肉は一口大に切り、酒、しょう油各小さじ1に浸す,9,77,78,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51381,50,1,0,295,10313,3,人参は乱切りにする,9,79,80,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51382,50,1,0,295,10314,4,ごぼうは乱切りにして水にさらす,9,81,82,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51383,50,1,0,295,10315,5,レンコンは皮を剝き、3mmの半月切りにする,9,83,84,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51384,50,1,0,295,10316,6,椎茸は食べやすい大きさに切る,9,85,86,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51385,50,1,0,295,10317,7,鍋を温め、鶏もも肉をサラダ油小さじ1で炒める,9,87,89,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51386,50,1,0,295,10318,8,鶏肉が白くなってきたら、人参、ごぼう、レンコン、椎茸を入れ軽く炒め、だしを1カップ入れる,9,90,92,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51387,50,1,0,295,10319,9,stillたれ大さじ2、しょう油大さじ1を入れ、蓋をして中火で8分煮る,9,93,100,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51388,50,1,0,228,11031,1,鶏もも肉は厚さが均一になるよう包丁を入れて容器で保存,10,93.1,95.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51389,50,1,0,228,11032,2,エリンギ、ピーマンは縦に4つに切る、パプリカ黄、パプリカ赤は種を取り細切りにして保存,10,96,100,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51390,50,1,0,295,10320,10,途中、灰汁を取り最後は蓋を取って煮汁を飛ばす,9,101,104,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51391,50,1,0,232,1300,1,鶏手羽中は水分を拭き、保存,11,101.1,102.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51392,50,1,0,295,10321,11,いんげんは熱湯で茹で水に取り斜めに3cmに切る,9,105,108,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51393,50,1,0,295,10322,12,容器に筑前煮を入れ、いんげんを散らして保存,9,109,109,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51394,50,1,1,228,11033,3,フライパンを強火で熱しサラダ油を加え、中火で鶏もも肉を皮面からこんがりとするまで5分くらい焼く、野菜も一緒に焼く,1,1,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51395,50,1,1,228,11034,4,肉の色が変わってきたらひっくり返し中まで火が通るまで3～4分焼く,1,6,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51396,50,1,1,228,11035,5,パプリカ等の野菜はこんがり焼けたら取り出す,1,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51397,50,1,1,228,11036,6,油をペーパーでふき取り、少し火から離してstillたれを加え、再び火にかけ鶏もも肉、野菜をたれに絡める,1,11,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51398,50,1,1,228,11037,7,お皿に鶏もも肉と焼き野菜を盛り付け完成,1,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51399,50,1,3,122,10495,8,器に注ぎ、パセリを散らし完成,1,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51400,50,1,4,232,1301,2,鶏手羽中はグリルでこんがりと焼く,1,1,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51401,50,1,4,232,1302,3,フライパンにstillたれと酒を入れて中火にかけ沸々してきたら鶏手羽中を入れて絡める,1,7,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51402,50,1,4,232,1303,4,チキンバーにごまとこしょうを振って完成,1,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51403,50,1,5,54,12977,7,ナスは輪切りにし、ピーマンは乱切りにする,1,1,2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51404,50,1,5,54,12978,8,ナスとピーマンはサラダ油(分量外)をひいたフライパンで焼く,1,3,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
51405,50,1,5,54,12979,9,お皿にご飯とカレー、ナスとピーマンを盛り付け完成,1,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53812,47,1,0,332,13367,2,耐熱容器に薄力粉と牛乳を入れてよく混ぜ、レンジで2分加熱し、バターを加えてよく混ぜ、更に2分加熱し、塩を加えてホワイトソースを作る,1,1,6,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53813,47,1,0,332,13366,1,タラ切り身は食べやすく切り水分をペーパーでふき取り保存,1,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53814,47,1,0,332,13368,3,ホワイトソースは粗熱が取れたら、保存,1,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53815,47,1,0,1702,13345,2,白菜、大根、人参、春菊、椎茸、えのきは食べやすい大きさに切り、容器に入れて保存,2,8,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53816,47,1,0,1702,13346,3,鶏ミンチと刻んだ万能ねぎ、塩、薄口しょう油大さじ1/2、生姜すりおろし、溶き卵、片栗粉を加えながら練り混ぜ、容器に入れて保存,2,16,20,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53817,47,1,0,1707,13259,1,牛肉、筍、ピーマンは細切りにする,3,21,25,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53818,47,1,0,1707,13260,2,フライパンに胡麻油を加え、牛肉を炒めて取り出す,3,26,30,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53819,47,1,0,1707,13261,3,続いてフライパンで筍、ピーマンを炒め、しんなりしたら牛肉を戻し入れて★の調味料を加えて完成、容器に入れて保存,3,31,35,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53820,47,1,1,1702,13344,1,水1リットル(分量外)に昆布を浸けておく,1,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53821,47,1,1,1702,13347,4,昆布の入った鍋を火にかけ沸騰してきたら昆布を取り出し、薄口しょう油大さじ2、みりんで味を付ける,1,2,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53822,47,1,1,1702,13348,5,火の通りにくい、大根、人参、白菜の白い部分等を加え沸々してきたら、木綿豆腐と、鶏つみれをスプーンで丸めながら加える,1,7,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
118470,127,1,1,177,10670,1,ほうれん草は熱湯で茹で水に取る,2,1.1,4.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53823,47,1,1,1702,13349,6,豚ロース薄切り、白菜、椎茸、えのき、春菊を加えて時々灰汁を取りながらすべての具材に火が通ったら完成,1,12,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53824,47,1,2,220,10598,1,あげは食べやすい大きさに切る,1,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53825,47,1,2,220,10599,2,玉ねぎは櫛切りにする,1,2,2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53826,47,1,2,220,10600,3,だしと、玉ねぎを鍋に入れて中火にかける,1,3,5,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53827,47,1,2,123,11184,1,ボウルに卵を入れてほぐし、★調味料を加えて混ぜる,2,3.1,4.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53828,47,1,2,123,11185,2,温めたフライパンにサラダ油をひき、卵液1/2量を流し入れ少し固まってきたら大きく混ぜ、コーン缶(粒)を散らす,2,5,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53829,47,1,2,220,10601,4,沸騰したらあげを加え、ひと煮立したら白味噌を加える,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53830,47,1,2,220,10602,5,お好みで三つ葉を散らして完成,1,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53831,47,1,2,123,11186,3,卵を奥から手前にくるくると巻き、フライパンの残りの1/2量を流し入れ同様に巻いていく,2,8,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53832,47,1,2,123,11187,4,まきすで巻いて粗熱を取り、4等分に切って、器に盛り付け完成,2,11,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53833,47,1,3,174,12266,1,ほうれん草は熱湯で茹でた後、冷水にさらし、3cmの長さに切る,1,1,4,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53834,47,1,3,174,12267,2,人参は千切りにして、電子レンジで2分加熱する,1,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53835,47,1,3,332,13371,6,玉ねぎは縦に半分に切り繊維に沿って薄切りにする,2,1.2,1.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53836,47,1,3,332,13369,4,じゃがいもは洗ってレンジで8～9分加熱する,2,3,10,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53837,47,1,3,174,12268,3,野菜の水気をキッチンペーパーで取り、stillたれ、だし、しょう油で和える,1,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53838,47,1,3,174,12269,4,器に盛り付けたら、ごまを振り完成,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53839,47,1,3,332,13370,5,加熱したじゃがいもは熱いうちに皮を剥いて一口大に切る,2,11,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53840,47,1,3,332,13372,7,フライパンにタラと玉ねぎを加え、白ワインを加えて蓋をして蒸し煮し、水分が無くなったらじゃがいもとホワイトソースを加えて混ぜ合わせ、とろみが付いたら火を止める,2,13,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
53841,47,1,3,332,13373,8,グラタン皿に盛り、チーズ(ピザ用)をのせて230℃のオーブンで10分、こんがり焦げ目がつくまで焼いたら完成,2,17,26,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55445,52,1,0,246,12913,1,鯖は骨を抜いて2cm幅に斜め切りしてからグリルでこんがり焼く,4,1,10,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55446,52,1,0,1718,13414,1,玉ねぎはみじん切りにする,1,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55447,52,1,0,1718,13415,2,みじん切りにした玉ねぎはレンジで2分加熱する,1,3,4,1,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55448,52,1,0,1680,11838,1,白菜は3cm長さに、人参は5mm厚さの輪切り、水菜は4cm長さに切る、しめじは石づきを取りほぐして保存,2,3.1,3.1,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55449,52,1,0,1680,11839,2,生鮭は水分をペーパーでふき取り、保存,2,4,4,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55450,52,1,0,1718,13416,3,鶏ももミンチ、おから、玉ねぎ、塩、こしょう、卵、生姜汁、片栗粉大さじ1をよく混ぜて、スプーン2個を使って丸め、残りの片栗粉を表面にまぶす,1,5,9,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55451,52,1,0,1718,13417,4,170℃の揚げ油で2分揚げ、180℃で1分揚げ粗熱が取れたら保存（ケチャップとマスタードは食べる直前に混ぜてかける。）,1,10,16,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55452,52,1,0,331,11692,1,白菜は5cmの長さの細切りにして保存,3,10.1,10.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55453,52,1,0,246,12914,2,しめじは石づきを落とし、ほぐしたらフライパンに酒を入れて火にかけ蓋をしてしんなりさせる,4,11,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55454,52,1,0,246,12915,3,保存容器にしめじと鯖をいれて保存　※この時点で大根おろしをのせてもよいが、食べる直前にのせてもよい,4,15,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55455,52,1,0,1659,12679,1,玉ねぎはみじん切りにし、バターで薄茶色になるまでしっかり炒め、冷ましておく,5,18,27,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55456,52,1,0,1659,12680,2,ボールに豚ミンチを入れ、塩、こしょうしてねばりが出るまでよく混ぜ合わせる,5,28,30,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55457,52,1,0,1659,12681,3,ボールに玉ねぎ、おから、溶き卵、牛乳を加えて混ぜ、ナツメグで味を調える,5,31,33,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
55458,52,1,0,1659,12682,4,ハンバーグタネを4等分にして、平らに成形しながら中の空気を抜く,5,34,36,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
